Date,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1990,1497859850,,36607761178,8378950164,,1.51587E+12,1.33305E+11,2.40729E+11,8592656883,,708236061.7,2.95733E+11,1.49275E+11,40834005196,3626173850,1.85983E+11,4725432531,4827699204,88749600890,65327943280,11300309044,5155296043,,55319352228,611831357.4,1561225624,16494243220,9.99955E+11,2505443362,14219219969,810706506.5,7099010654,1789778510,5.58639E+11,7.85684E+11,1.85312E+11,,59884081816,1.12116E+12,25425059803,22962697170,31151386976,8140747524,1.66028E+11,689235818.3,367595865.2,15676901532,35637305505,,,,7728701330,1.30819E+11,1.54869E+12,,304260231.7,93644820441,25532153385,1.72171E+11,2.31498E+12,5.61175E+12,5.83768E+12,2.51481E+12,9.77939E+12,49545354106,2.14842E+11,5.29336E+12,,5.311E+11,,20343913832,6.2274E+12,4.78867E+11,90450307471,2785550983,1.02636E+12,,170531157.8,12049780680,9.5594E+11,25997072703,18222107340,,5536010367,1518331872,1033867497,276854018.5,1.35526E+11,452461145.5,,30663425162,,1386913361,1.82808E+13,99853605667,10314496198,3.51286E+11,,9416609253,,9.96167E+12,1.10845E+13,1.14529E+12,5.86167E+11,5.44587E+11,5.5094E+11,,1.07996E+12,,48275909474,4.15676E+11,1.30611E+11,5602193312,70698268427,1.05548E+12,11465599949,14721353482,2.41653E+12,1.38448E+11,36150054424,9901280757,,91329588.97,409907450.9,3.54675E+11,,2.46979E+12,4720034923,10156274895,,,862760260.3,2.63907E+12,4.52302E+11,3.09864E+11,,40623250291,3.42412E+12,1.07666E+13,1436380546,5.2826E+12,,11327502021,,9009156246,,63709713550,,,14511471399,,1.97014E+12,5.45539E+11,94470651.77,1.04841E+13,11034512510,6986316434,3307411814,19587246272,1.18963E+12,,7260406892,,,3697618186,5208493719,4557663029,1.23513E+11,6.52334E+12,5312408315,,4651398951,2.0765E+11,8051070392,2.86252E+11,78180942392,14575392404,,49492829661,1.78671E+13,41208037202,,2.13466E+11,12595539703,75248202377,1.61207E+11,,6643330891,2.35358E+11,6.85761E+11,51016934698,,1.1742E+11,21741783420,,4529223056,1.72332E+13,,,1.22324E+11,1.18788E+12,4095046859,1.44743E+12,4.49828E+11,29320577382,11347250418,69033137070,381082010.6,3499517620,15430539486,,,,8.75282E+11,,8.75923E+11,,,2738878912,,24698237391,1.73047E+11,3006217565,,641234667.5,,,4292462151,2.31061E+12,2.79096E+12,3180297355,2.44191E+11,12554009521,19882201522,2.53694E+12,,1.18521E+12,220696580.1,1.44743E+12,8.75923E+11,8646709961,29997651032,3.31137E+11,13751039.24,24576785800,8707548750,3.52364E+11,7.05522E+12,19860060987,5.96314E+12,51262359995,389007409.1,1.86254E+11,,,64308647118,242576330.7,2.90395E+13,390351280.7,,26031651343,2.36425E+11,12199338330,19087966758
1991,1671819991,,38220933544,6236674650,,1.57191E+12,1.38998E+11,2.716E+11,7843900653,,748125655.9,3.07499E+11,1.59635E+11,41919407025,3936123704,1.95797E+11,5091675351,5443639510,94948623286,61833420386,12994397764,5106761671,,56503838684,705034551.3,1556976718,17950088504,1.0494E+12,2489157066,15162535120,834704118,7886482617,1840080718,5.65255E+11,7.3472E+11,1.89825E+11,,66835784909,1.2668E+12,26295630334,22835106958,29492863704,8617642984,1.75078E+11,674097796.1,385363197.2,16574252012,37632793852,,,,8049153768,1.19534E+11,1.68285E+12,,318784891.4,98160834393,26644799446,1.75857E+11,2.57782E+12,6.08064E+12,6.37394E+12,2.45476E+12,1.00682E+13,53418919280,2.24607E+11,5.61814E+12,,5.6304E+11,,19530748035,6.52898E+12,3.87086E+11,87964157989,2801998113,1.07219E+12,,189392366.7,13218726179,9.77529E+11,21205345441,19833342608,,5872796783,1618448662,1123340719,283290728.2,1.44452E+11,474243336.6,,32860066303,,1520673999,1.92284E+13,1.09117E+11,10309359202,3.65683E+11,,9918128053,86228024157,1.04203E+13,1.16014E+13,1.20501E+12,6.18726E+11,6.01919E+11,5.77334E+11,,1.12828E+12,,50871587671,4.82949E+11,48546562177,5778699934,78736081482,1.10796E+12,12426831344,15496775968,2.58363E+12,1.27386E+11,37910107972,9432473536,,94418132.52,415869543.3,4.04634E+11,,2.64808E+12,5089312453,15691579223,,,895287502.9,2.83156E+12,4.7623E+11,3.21182E+11,,43928887356,3.59184E+12,1.12831E+13,1588406437,5.53219E+12,,12722856912,,9654606621,,70617040613,,,14055644060,,2.10396E+12,5.88613E+11,97751255.31,1.09895E+13,10703731782,8070882925,3633186156,20117891508,1.20804E+12,,6853404200,,4326759612,3891015141,5623464721,5123142427,1.39878E+11,6.72494E+12,5940521401,,4929117470,2.15442E+11,8307583384,3.03151E+11,83318016106,16027868352,,50909736696,1.87179E+13,45189246502,,2.31855E+11,14247984957,79519339027,1.65695E+11,,7523672292,2.26247E+11,6.22358E+11,53957589455,,1.26693E+11,23262306466,,4654352345,1.80139E+13,,,1.10124E+11,1.16607E+12,4127084288,1.52562E+12,5.34833E+11,32588844489,12030810245,76141075720,417623892.4,3702953464,16190748157,,,,9.08988E+11,,9.09669E+11,,,2907951609,,23261112636,1.76849E+11,3162590891,,681219064.5,,,4816379921,2.57296E+12,2.72068E+12,3264833380,2.74054E+11,12057078131,19607976995,2.72331E+12,,1.20355E+12,242796325.8,1.52562E+12,9.09669E+11,9217342457,32222979725,3.45648E+11,14729147.06,25934361603,9501997382,3.33642E+11,7.39272E+12,21258256554,6.15813E+12,52735187796,406730223.7,2.11288E+11,,,70446380658,258652449.8,3.05033E+13,394270282.8,,28605681884,2.41932E+11,12607333043,20825088062
1992,1810502721,,36809655606,5920351122,,1.69017E+12,1.46921E+11,2.99838E+11,4669185550,,774037974.3,3.18223E+11,1.66691E+11,33185026995,4066485118,2.03324E+11,5361738969,5580651693,1.02398E+11,58643304017,14179664302,5023324585,,52243523689,808062501.4,1591507501,18661437492,1.0683E+12,2400957775,16246039709,893005278.5,8301505298,1761112390,5.83241E+11,7.35913E+11,1.94066E+11,,77143487637,1.47986E+12,26829109365,22631476932,26997653662,9044249087,1.86311E+11,748277563,437255490.8,18510961740,39694109135,,,,9006449668,1.21639E+11,1.75462E+12,,332668469.8,1.02363E+11,30309939727,1.83102E+11,2.90745E+12,6.48634E+12,6.87588E+12,2.2531E+12,1.01319E+13,55791468367,2.40001E+11,5.82586E+12,2377345803,5.81222E+11,,18243435487,6.74539E+12,4.24865E+11,86968920474,3040670175,1.11416E+12,,201472310.8,13102182109,1.00355E+12,11950416347,21072279132,,6203106223,1711260131,1161578971,390420070.1,1.48779E+11,480922403,,35235030387,,1675989396,2.0125E+13,1.18562E+11,11184727927,3.71598E+11,,9605505380,85490687609,1.08853E+13,1.21193E+13,1.25907E+12,6.53574E+11,6.55637E+11,5.95005E+11,,1.21726E+12,,53770420208,5.07957E+11,65835868208,5710980926,86778991295,1.14266E+12,12958577433,18808297256,2.66492E+12,1.23383E+11,38464048454,8307527367,,97416939.08,443504258.4,4.39413E+11,59059539662,2.78002E+12,5494700120,18687394960,,,988515839.8,2.98301E+12,4.92429E+11,3.19516E+11,,46906901925,3.79236E+12,1.17755E+13,1737618201,5.71186E+12,,13249581333,,11187841175,,70711218375,,,14546480081,,2.25168E+12,6.25706E+11,107118212.2,1.14804E+13,10228924392,7989116449,3890297398,22564230105,1.29379E+12,,6360746986,,4155315924,4054272165,6126203895,4855653857,1.55777E+11,7.10516E+12,6512717738,,4712924405,2.30556E+11,8529733105,3.15349E+11,88262744964,17066297311,,52685065245,1.95718E+13,50107886627,,2.55413E+11,15767888395,80891907664,1.70043E+11,,8760834990,2.37223E+11,6.5915E+11,57706007413,,1.30992E+11,24196054618,,5020258394,1.87546E+13,,,1.02759E+11,1.01934E+12,4469032521,1.65048E+12,5.68834E+11,35524015211,12457888898,83046982290,481347282.1,3067256776,17721889319,,,,9.28205E+11,,9.28953E+11,,,2986118048,38010686424,22491425795,1.78784E+11,3339020375,,746640471.3,,,5320303172,2.90196E+12,2.52799E+12,3206311416,3.02957E+11,8755611875,17053422431,2.86865E+12,,1.28898E+12,248955185.8,1.65048E+12,9.28953E+11,10378902520,35529870316,3.74698E+11,15484948.3,26680375621,10050753551,3.08148E+11,7.68245E+12,23467255229,6.52033E+12,47896033277,442527931.8,2.292E+11,,,78281421013,271404001.6,3.18921E+13,402448869.5,,31658923688,2.42157E+11,12671446384,19379385815
1993,1988839272,,28644401034,6639980530,,1.78443E+12,1.52299E+11,3.32133E+11,4359188275,,834215180.9,3.38002E+11,1.71539E+11,26123909397,3903070859,2.06139E+11,5809107865,5910617497,1.09763E+11,59144114905,16383781590,5158169673,,49416737947,879120777.8,1678230800,19919167154,1.14463E+12,2477335562,16681607298,932321706.3,8661025675,1808882557,6.12913E+11,7.6532E+11,1.98413E+11,,85334370927,1.725E+12,27411900578,21330004245,23914821336,9167828407,2.00996E+11,789032976.3,486595032.9,20292590101,41931000430,,,,9284376612,1.24598E+11,1.77435E+12,,347913469.5,1.04799E+11,33313133202,1.83504E+11,3.28663E+12,6.96711E+12,7.4164E+12,2.16718E+12,1.02234E+13,58240295068,2.52814E+11,5.91937E+12,2761116548,5.88855E+11,8659868921,21130186381,6.86618E+12,4.67795E+11,88407250162,3179013953,1.13339E+12,,223035510,13941945538,1.05328E+12,8649123354,22617760321,,6670382166,1804570807,1214071133,443766682.2,1.49867E+11,482673224.4,,37486357513,,1855958427,2.08941E+13,1.28897E+11,12193467382,3.84538E+11,,9299514332,87012011804,1.16493E+13,1.29254E+13,1.29954E+12,6.67677E+11,7.14773E+11,6.22107E+11,,1.3053E+12,,56526508523,5.254E+11,87809749927,5923078124,92492128760,1.15976E+12,14514837841,20145551176,2.71393E+12,1.14686E+11,39514442292,7189639973,11469194004,100592193.5,484894649.3,4.80622E+11,81009062922,3.06894E+12,5957459471,21189640689,,,1017838168,3.2881E+12,5.07272E+11,3.28156E+11,,51331548067,3.95985E+12,1.25573E+13,1841218524,6.11307E+12,,14133257898,,12046947225,,71850476435,,,15203328348,,2.3659E+12,7.58247E+11,116242360.4,1.22518E+13,9689148244,8437833643,4160913922,24493873660,1.36144E+12,,6305116604,,4704202541,4394104527,6590064832,5452450007,1.75248E+11,7.47315E+12,6561714035,,4894516181,2.31216E+11,8697515898,3.26881E+11,92924788714,18143239385,,57014829586,2.04152E+13,54394824383,,2.6606E+11,17022111427,87150589237,1.77756E+11,,10600858217,2.51922E+11,6.81475E+11,61816896325,,1.31356E+11,25992029970,,5282903074,1.93769E+13,,,1.06802E+11,9.53034E+11,4203950550,1.76279E+12,5.7437E+11,38027135347,12918940394,94759715185,512345816.7,3183088556,19197482772,,,,9.43669E+11,,9.44482E+11,,,2852057474,39723767482,23678970345,1.79239E+11,3524302180,,811693359.4,,,4590742403,3.28043E+12,2.45635E+12,2786790908,3.35725E+11,7493115549,17719327822,3.16438E+12,,1.35638E+12,264380181.4,1.76279E+12,9.44482E+11,10553715652,37168149917,4.14356E+11,16503449.88,27641842946,11145566657,2.70573E+11,8.28691E+12,24661689495,6.85856E+12,47903115578,472270331.9,2.35276E+11,,,86605300994,279920136.7,3.34399E+13,428875305,,33706010100,2.50952E+11,13853388318,20047131797
1994,2197955100,,29647912555,7344850517,,1.87663E+12,1.66278E+11,3.59023E+11,4692696345,,908911942.4,3.58251E+11,1.7941E+11,21425448112,3833736464,2.17335E+11,6053027795,6116216341,1.16468E+11,61505273007,16691803038,5434210961,3751129100,44566749718,899315269.4,1724345157,21294050433,1.23144E+12,2581113602,17573730028,999380024.4,9166895788,1938036059,6.5413E+11,8.13285E+11,2.05223E+11,,93055582546,1.9918E+12,28224364027,22248190166,23472899887,8849246830,2.17225E+11,763357184,592320662.6,21655940843,43997160910,,,,10042108453,1.30961E+11,1.85354E+12,,355463559.8,1.12745E+11,34909252168,1.85736E+11,3.70163E+12,7.35262E+12,8.05034E+12,1.96786E+12,1.04308E+13,62016921354,2.68472E+11,6.19215E+12,3418536952,6.15763E+11,8699522406,22269834774,7.19853E+12,4.94434E+11,93876204111,3412489723,1.18489E+12,,226580533.5,14768342503,1.11751E+12,7915098697,23863059383,,7083295798,1845949992,1279676027,528793075.4,1.56128E+11,501329020.5,,39831225093,,2057329943,2.20554E+13,1.39596E+11,12480234224,3.93915E+11,,8363012158,91489185791,1.23015E+13,1.36181E+13,1.33935E+12,6.89329E+11,7.8508E+11,6.39809E+11,,1.42194E+12,,61056614849,5.28507E+11,93141750137,6267878176,1.01484E+11,1.21E+12,15029869161,21601731673,2.79941E+12,1.02376E+11,41420770400,5868279478,7636584332,104511600.9,521502881.1,5.36077E+11,89718905104,3.28309E+12,6581123457,23396265948,,,1056191069,3.51912E+12,5.24272E+11,3.379E+11,,55363578000,4.17152E+12,1.32204E+13,1992989151,6.53184E+12,,14986601656,13610829974,12827405314,,81154734517,,,15516857676,,2.4682E+12,8.12704E+11,125702868.2,1.29043E+13,9722059282,8943768570,4489923875,26887664791,1.41036E+12,,6577203733,,5118703521,4350571621,7009182672,4998616985,1.95478E+11,7.94309E+12,6817765110,,5199221986,2.31867E+11,9179739048,3.43747E+11,99707171449,20053146304,,61874510843,2.15071E+13,57709599022,,2.81897E+11,17881113042,99967456146,1.89517E+11,,11470592308,2.70919E+11,6.98338E+11,65779806577,,1.35455E+11,27958808952,5493827143,5654753285,2.03518E+13,,,1.13372E+11,8.51032E+11,2136209099,1.90892E+12,5.89913E+11,39229969295,13192522217,1.07524E+11,571396343.9,3187748928,20526967536,,,,9.73657E+11,,9.74482E+11,,,3012000319,43089662744,25472971952,1.90412E+11,3685973679,,822404680.3,,,5164067704,3.69464E+12,2.27441E+12,3272743825,3.70315E+11,6023007123,14966825286,3.38717E+12,,1.40512E+12,283398794.6,1.90892E+12,9.74482E+11,11163586612,39168413840,4.00127E+11,18589231.32,28674684836,12112528865,2.12972E+11,8.72745E+12,27022357126,7.28724E+12,46381875045,476336568.9,2.34654E+11,,,96273142038,311789475.7,3.52639E+13,426898185.2,,36739843218,2.64513E+11,12928778678,22366140716
1995,2301201474,,34810016153,8497882715,,1.96771E+12,1.81118E+11,3.56122E+11,5121679698,,887515483.1,3.77604E+11,1.8806E+11,19293488640,3604124871,2.27184E+11,6553539803,6601419933,1.25E+11,64590988898,17711543360,5791097245,4626379030,40769110154,924087612,1837948841,22757632966,1.31279E+12,2688308783,18745801085,1092515056,10017093964,2121138792,6.85729E+11,8.75058E+11,2.10534E+11,,1.05726E+11,2.25622E+12,30869548837,23502849953,24132842320,9394866716,2.33318E+11,807500127.1,690684165.8,23021293446,46188892599,,,,11110051283,1.42026E+11,1.92173E+12,,373914030.6,1.18594E+11,37667598313,1.96837E+11,4.14077E+12,7.77211E+12,8.75908E+12,1.9676E+12,1.08607E+13,64743564878,2.86827E+11,6.47659E+12,3589981560,6.4601E+11,9283969508,24129995380,7.55436E+12,5.23945E+11,99890732316,3571144920,1.23522E+12,,247558216.2,15827966976,1.19068E+12,8291172319,25365353677,,7565039217,1901276257,1363995056,634285984.9,1.62749E+11,522740572,,42678815723,,2206152640,2.32088E+13,1.45906E+11,13530560140,4.21822E+11,36780994654,9383473340,94798888846,1.31084E+13,1.45009E+13,1.41615E+12,7.21054E+11,8.67429E+11,6.85316E+11,,1.56172E+12,,68342626758,5.51906E+11,97110805291,6406765590,1.10453E+11,1.27104E+12,15705621539,23419061817,2.93648E+12,95952043874,44152651929,5666368460,8568855432,106703032.8,561099619.5,5.99699E+11,96050361653,3.38697E+12,7191556822,25427276049,,,1097189363,3.64271E+12,5.65793E+11,3.59347E+11,,59633352226,4.47798E+12,1.40657E+13,2101742090,7.05101E+12,21498921271,16196147616,13646262405,13528124266,,78377652191,,8490306607,16113472578,1447688548,2.58833E+12,7.77544E+11,138879390.5,1.37295E+13,9815267543,9215405664,4874814330,29358794880,1.47967E+12,,7143301098,,5343844624,4877971247,7462990412,5957172969,2.19194E+11,8.32732E+12,7232121671,,5446560696,2.36557E+11,9926299862,3.61891E+11,1.06028E+11,21183744845,,65781972639,2.25644E+13,61863781692,,3.02091E+11,18575837158,1.09628E+11,2.02544E+11,,11323186711,2.95829E+11,7.34497E+11,70214157516,,1.44218E+11,30492633158,6008302425,5983716345,2.13473E+13,,,1.22964E+11,8.32875E+11,2949239582,2.08404E+12,6.0356E+11,42454544291,14191561203,1.17684E+11,631352151.8,2994231422,21949707042,,,37212470890,1.02718E+12,,1.02801E+12,,,3075156884,46563976934,27075320277,2.02184E+11,3944864255,,832716620,,,5337544692,4.13295E+12,2.30007E+12,3603525851,4.08781E+11,5385782589,14180440990,3.5038E+12,,1.4739E+12,300081167.6,2.08404E+12,1.02801E+12,11831909445,40930135342,4.37914E+11,18029223.17,30321070015,13791531044,1.9091E+11,9.24522E+12,27189592711,7.63975E+12,46928234878,524099382.6,2.49042E+11,,,1.07669E+11,321547882.9,3.72607E+13,464936556,,39636809153,2.78431E+11,13582361976,22871206297
